;Job_description;Label_true;Label_pred
242;i clienti enti pubblici aziend medio grandi;System Analyst;System Analyst
243;job summari parola chiav digitalizzazion uno principali obiettivi ectm rivoluzionar chiav digital mondo edilizia andando trasformar settori meno digitalizzati cerchiamo quindi programmator proattivo entusiasta dinamico progettar sviluppar gestir innov architettur web articol microservizi e finita qui se curiosit passion sviluppo tecnologico digital caratterizzano qualit programmator potrai metterti prova ideazion creazion lancio soluzioni web innov dando vita vision inedita convenzional rete servizio edilizia settor ingegneristico lavorando agil supporterai squadra vari fasi lavoro raggiungendo team obiettivi lungo termin sarai part ectm condividerai ambizioni progressi sviluppando nuovi prodotti digitali cosa cerchiamo te ecco principali tecnologi utilizzerai requis fondamentali lavorar insiem senza mai smetter crear progettar divertirti angular laravel php microservizi mysql nice to have docker redux react creder propost scelt ricorda lavorerai solo ectm insiem ectm i progetti quali prenderai part frutto intuizioni capacit proporr trasmetter team lavoro ide opinioni soluzioni propension costruir vision strategica d insiem vari mansioni verranno assegn capacit comprender condivider squadra feedback responsabil senior vari figur quali confronterai richiesta presenza roma valuteremo possibilit remot work parzial pi avanti ora bisogno te qui team il team attualment composto programmatori coordinati lead develop ma lavorerai solo i progetti quali prenderai part infatti permetteranno interfacciarti quotidianament project manag ingegneri architetti creativi graphic design molti altri professionisti realt multidisciplinar consentir sviluppar nuov skill prezios abilit trasversali cosa offriamo azienda altament tecnologica quasi paperless contratto tempo indeterminato mensilit ccnl studi professionali pacchetto welfar aziendal volto fornir team servizi agevolazioni inizi migliorino sensibilment vita azienda buoni pasto giornalieri flessibilit oraria formazion continua organizzazion orizzontal trasversal ruoli competenz ufficio zona central ben collegato metropolitana autobu ral prevista base senior k k se quel letto fin qui incuriosito passion condivision lavoro squadra te valori fondamentali inviaci subito candidatura entrando far part team ectm conoscerai realt inclusiva sinergica volta interazion crescita innovazion;Web Developer;Web Developer
244;azienda fortement present provincia vares cerca tecnico informatico sistemista;System Analyst;System Analyst
245;unimac gherri focalizzata line confezionamento prodotti alimentari contenitori capsul twist off tirelli specialista macchin cosmetica maca engin specializzata costruzion fornitura macchin line automatich produzion assemblaggio capsul chiusur alluminio plastica arol group recentement avviato important progetto trasformazion digital fine potenziar proprio reparto ict ricerca sistemista it gestion ottimizzazion infrastruttura informatica gruppo particolar supportar sedi ester l attivit sar svolta principalment presso sedi italian gruppo frequenti trasfert presso sedi ester usa brasil messico cina francia germania dopo primo periodo formazion presso hq canelli candidato divent punto riferimento sedi ester quali dovr effettuar monitoraggio continuo buon funzionamento infrastruttura fornir primo livello supporto caso necessit;System Analyst;System Analyst
246;l avvio attivit lavorativa sar smart work proseguir modalit salvo differenti esigenz aziendali fino fine emergenza sanitaria corso;Java Developer;Software Engineer
247;attualment ricerca java develop occup attivit sviluppo softwar progetti medio lungo termin presso importanti clienti;Java Developer;Java Developer
248;as softwar engin niuma s technolog team you will be member of our r d center place the center of bari our team spread across multipl citi develop softwar solut use the latest technolog use best practic to warrante the code qualiti while respect time to market of product microservic kubernet hybrid cloud artifici intellig and block chain will be someth you will work with you will join friendli and rapidli grow environ;Java Developer;Java Developer
249;il candidato occup installazion configurazion manutenzion sistemi operativi server reti firewal supervision sistemi monitoraggio assistenza tecnica aziend clienti gestion progetti;System Analyst;System Analyst
250;siamo ricerca risorsa esperienza ricopra ruolo disviluppator java backend competenz bootstrapda inserir interno progetto altament strutturato;Java Developer;Java Developer
251;per azienda client operant settor manifatturiero selezioniamo programmatori competenza c php in particolar risors occuperanno programmazion informatica flussi part web develop e previsto inizialment contratto tempo determinato finalizzato assunzion tempo indeterminatocategoria professional analisi sviluppo softwar websettor industria manifatturieracitt caserta caserta patenti bdisponibilit oraria total disponibilit;Programmer;Programmer
252;sviluppo applicazioni client server web progettazion sviluppo prodotto version gestion progetti commess;Software Engineer;Software Engineer
253;la risorsa individuata verr inserita interno giovan dinamico team sviluppo obiettivo sviluppar applicativi web realt clienti insiem colleghi avr compito modellar sviluppar manutener applicazioni servizi finalizzati supporto attivit clienti si interfacc inoltr divers are funzionali coinvolt progettazion sviluppo installazion manutenzion prodotti quali team prodotto design devop bi la figura riport direttament team leader le ore lavoro co suddivis sviluppo revision codic analisi stime prototipi la persona acquisisc vision progetto arrivando gestir part frontend backend relazionarsi client una volta acquisit competenz necessari figura avr possibilit diventar senior softwar engin;Web Developer;Web Developer
254;la risorsa sar coinvolta attivit sviluppo applicazioni piattaform microsoft affiancando team ricerca sviluppo identificar soluzioni efficaci gestion progetti presso importanti clienti experi compagnia eticament responsabil il servizio gratuito i candidati ambosessi l d lg n invitati legger informativa privaci www experi it aut min prot n sg il titolar registrazion candidatura dichiara esser conoscenza sanzioni penali previst caso dichiarazioni mendaci contenenti dati pi rispondenti verit previsto d p r n;Web Developer;Web Developer
255;itaca srl societ sviluppo softwar ricerca profilo applic softwar engin programmator esperienza attivit sviluppo web applic ambient dotnet saranno valutati profili esperienza minima fatto esperienza sviluppo applicazioni lavoro tesi precedenti esperienz stage;Programmer;Software Engineer
256;il candidato attraverso percorso formazion supervision impar sviluppar ambient java python occup programmazion lato back end front end utilizzando framework spring angular;Java Developer;Java Developer
257;nell ottica rafforzar dipartimento r d conta trentina professionisti ricercando softwar develop diretto riporto responsabil sviluppi la risorsa sar responsabil customizzazion sviluppo debug softwar principali wm wc me contribuir analisi iniziali volt definir line guida progetti la figura fornir inoltr supporto loco durant fasi commiss start up impianti;Software Engineer;Software Engineer
258;le risors inserit area it azienda strutturata opera livello nazional settor consulenza occuperanno particolar definir analizzar aspetti tecnici nuovi progetti implementazioni progetti esistenti ottica ottener applicazioni performanti mantenibili integrar servizi esterni sito crm tramit api relazionarsi colleghi durant vari fasi progetto assistenza continuativa siti web app esistenti presidiar siti esistenti gestirn mantenimento aggiornamenti gestir emergenz dovut bug malfunzionamenti ricercar nuov tecnologi approcci emergenti insiem colleghi;Web Developer;Web Developer
259;cegeka lavora sempr stretto contatto propri clienti assist attraverso fornitura servizi cloud enterpris sviluppo agil applicazioni remot manag servic outsourc ict in termini proposizion dimension cegeka realt ideal accompagnar aziend attraverso percorso tracciato digit disrupt porta trasformazion modelli busi tradizionali l obiettivo cegeka fornir competenz informatich eccellenza strettament correl processi organizzativi busi aziend i servizi offerti aiutano clienti mantener flessibilit promuover innovazion cambiamento migliorar competitivit mercati globali;Web Developer;Web Developer
260;sviluppator java inserir attivit progettuali;Java Developer;Java Developer
261;gestiamo progetti innovativi strategici clienti diamo molta importanza crescita professional termini formazion percorsi carriera;Java Developer;Web Developer
262;junior java develop junior softwar develop per potenziamento team sviluppo realt multinazional operant ambito farmaceutico relatech s p a ricerca junior java develop almeno anno esperienza ruolo le competenz richiest anno esperienza sviluppo soluzioni java j ee laurea disciplin tecnico scientifich esperienza professional equivalent capacit sviluppo applicazioni web ambient java spring mvc secur boot batch costituiranno requis preferenziali laurea disciplin tecnico scientifich esperienza professional equivalent gradita conoscenza metodologia sviluppo agil conoscenza lingua ingles parlata scritta soft skill curiosit predisposizion apprendimento innovazion buon doti relazionali comun spiccata capacit analisi problem solv sede lavoro napoli contratto tempo indeterminato retribuzion commisurata effettiva esperienza ruolo gli interessati possono inviar cv autorizzazion trattamento dati personali reg ue job relatech com rltpeopl riunirsi insiem significa iniziar rimaner insiem significa progredir lavorar insiem significa aver successo henri ford il gruppo relatech s p a definisc talenti person perseguono obiettivi entusiasmo spirito squadra consapevoli poterli raggiunger perch supportati realt pone limiti crescita valorizziamo spirito iniziativa creativit passion assumiamo person qualif senza distinzioni sesso razza disabilit et orientamento sessual religion credo stato civil attiviamo cultura inclusiva permetta mostrar pieno proprio potenzial goder carriera soddisfacent la politica flessibilit promuov modalit lavorativa smart work stile vita orientato work life balanc la mission principal rivolta sviluppar trattener person migliori fornir soluzioni innov il gruppo relatech s p a presta attenzion risors appartenenti categori protett sensi articoli legg i dati personali trattati conformit disposizioni contenut regolamento ue per sapern pi visita sito http www relatech com relatech digit solut compani quotata aim italia giugno present mercato soluzioni innov dedic digit transform impres relatech pmi innovativa focalizzata clienti ricercano soluzioni pi innov diventando partner strategico digitalizzazion servizi ict relatech invest costantement innovazion ampia attivit r d svolta internament numeros partnership principali universit italian enti ricerca grazi piattaforma digital replatform cloud base sviluppa soluzioni quattro ambiti tecnologici elevata crescita digit custom experi market autom artifici intellig big data analyt cybersecur blockchain internet of thing industria profilo aziendal con tm esperienza web oltr anni unitiva obiettivo guidar impres scelta migliori tecnologi tm attuazion tm innovazion digital proprio busi siamo gruppo affiatato composto innovatori esperti vari tecnologi costant voglia sviluppar crescer attualment ricerca java senior develop motivato competent cosa ti occuperai lavorar team esteso progetti innovativi stimolanti lavorerai team design comunicazion crear prodotti tm avanguardia competitivi skill richiest esperienza pregressa almeno anni java develop conoscenza approfondita java conoscenza approfondita jax rs conoscenza approfondita solr buona conoscenza jackson swagger junit buona conoscenza architettura microservizi padronanza sistemi versionamento contact centr sud s r call center operant settor telecomunicazioni ricerca web develop junior seguenti caratteristich esperienza almeno due anni sviluppo applicazioni web seguenti linguaggi php mysql html html javascript vanilla js jqueri gradita conoscenza linguaggi sviluppo piattaform io android gradita conoscenza linguaggi asp sql server buon capacit analisi problem solv sede lavoro battipaglia sa contatta utent contatta utent full stack senior develop segnalazion gi inviata grazi averci aiutato far rispettar regol pubblicazion annunci spiacenti invio segnalazion riuscito riprova oppur contatta assistenza clienti ho letto informativa privaci do consenso ricever email offert rel kijiji do consenso ricever email promozionali part terzi inclus societ gruppo ebay conferma esser robot cliccando invia accetti condizioni sito;Java Developer;Java Developer
263;desideriamo entrar contatto professionista determinato raggiunger obiettivi eccellenza interessato confrontarsi progetti sfidanti responsabilit progettazion realizzazion supporto applicazioni soluzioni softwar infrastruttur pmi assicurar integrazion applicazioni pmi intern supportar altri team it platform team preparar fornir requis ambient applicativo costruito infrastruttura pmi responsabil manutenzion sistemi applicazioni attuali utilizzo tecnologi strumenti gi esistenti sviluppo softwar supporto altri team it figura esperta componenti softwar pmi platform concetto contenitori orchestr kubernet pod;Software Engineer;Software Engineer
264;la risorsa ideal maturato circa mesi esperienza lavorativa sviluppo java fort passion tecnologi;Software Engineer;Java Developer
265;la figura inserita interno team it occup analisi sviluppo web applic;Web Developer;Web Developer
266;filial bologna masini specializzazion qibit expert qibit division ict gi group s p a agenzia lavoro aut min prot n sg specializzata selezion formazion inserimento sviluppo professional profili it mercato italiano il obiettivo generar valor crescita professional person garantir sostenibilit progetti it clienti partner tecnologici presenti attivi principalment settori bancario assicurativo telecomunicazioni util commerc per reparto it interno azienda ingegneristica fort crescita ricerchiamo php develop la risorsa occup collaborazion it manag sviluppo piattaforma uso interno utilizzata valutazion competenz personal ingegneristico seguendo tutt fasi progettuali requis almeno anni esperienza sviluppo applicazioni basat php scriver codic;Web Developer;Web Developer
267;siamo ricerca sviluppator backend java inserir interno societ punta innovazion propri clienti partner sviluppo soluzioni applicazioni contesto enterpris;Java Developer;Java Developer
268;php symfoni develop middl;Web Developer;Web Developer
269;la risorsa sar inserita interno team dinamico dedicato sviluppo applicazioni java rispond direttament it manag si occup seguenti attivit definizion implementazion architettur softwar mantenendo aggiornati prodotti servizi conduzion test attivit debug supporto diffusion nuov tecnologi sviluppo relazion client final;Software Engineer;Java Developer
270;job summari parola chiav digitalizzazion uno principali obiettivi ectm rivoluzionar chiav digital mondo edilizia andando trasformar settori meno digitalizzati cerchiamo quindi programmator proattivo entusiasta dinamico progettar sviluppar gestir innov architettur web articol microservizi e finita qui se curiosit passion sviluppo tecnologico digital caratterizzano qualit programmator potrai metterti prova ideazion creazion lancio soluzioni web innov dando vita vision inedita convenzional rete servizio edilizia settor ingegneristico lavorando agil supporterai squadra vari fasi lavoro raggiungendo team obiettivi lungo termin sarai part ectm condividerai ambizioni progressi sviluppando nuovi prodotti digitali cosa cerchiamo te ecco principali tecnologi utilizzerai requis fondamentali lavorar insiem senza mai smetter crear progettar divertirti angular laravel php microservizi mysql nice to have docker redux react creder propost scelt ricorda lavorerai solo ectm insiem ectm i progetti quali prenderai part frutto intuizioni capacit proporr trasmetter team lavoro ide opinioni soluzioni propension costruir vision strategica d insiem vari mansioni verranno assegn capacit comprender condivider squadra feedback responsabil senior vari figur quali confronterai richiesta presenza roma valuteremo possibilit remot work parzial pi avanti ora bisogno te qui team il team attualment composto programmatori coordinati lead develop ma lavorerai solo i progetti quali prenderai part infatti permetteranno interfacciarti quotidianament project manag ingegneri architetti creativi graphic design molti altri professionisti realt multidisciplinar consentir sviluppar nuov skill prezios abilit trasversali cosa offriamo azienda altament tecnologica quasi paperless contratto tempo indeterminato mensilit ccnl studi professionali pacchetto welfar aziendal volto fornir team servizi agevolazioni inizi migliorino sensibilment vita azienda buoni pasto giornalieri flessibilit oraria formazion continua organizzazion orizzontal trasversal ruoli competenz ufficio zona central ben collegato metropolitana autobu ral prevista base senior k k se quel letto fin qui incuriosito passion condivision lavoro squadra te valori fondamentali inviaci subito candidatura entrando far part team ectm conoscerai realt inclusiva sinergica volta interazion crescita innovazion;Web Developer;Web Developer
271;mbt media b b technolog studio specializzato realizzazion contenuti digitali comunicazion aiutiamo aziend valorizzar brand awer raggiungimento presenza digital ottimizzata efficac puntuali strumenti market strategico sviluppiamo ambienti interattivi prodotti dinamici agevolar reparti aziendali presentandoci pionieri digitali ponendoci pont aziend mondo sempr pi via sviluppo per allargamento team ricerchiamo figur freelanc affiancar aziend clienti nello specifico figura dovr occuparsi sviluppo ambienti d interazioni prodotti esso presenti affiancato project manag applicativi dovranno esser utilizzati vari devic messi disposizion clienti competenz richiest conoscenz unreal sviluppo ambienti interattivi realt aumentata virtual annessa capacit gestion blueprint unreal specifico la figura occup gestir contenuti d particolar settor meccanico conoscenza unreal engin divenir conoscenz softwar modellazion preferibilment rhino blender maya conoscenza gestion blueprint conoscenza livelli unreal engin conoscenza ambienti sviluppo vr ar unreal engin buona padronanza sistemi window caratteristich personali capacit analitich organizz problem solv capacit gestion scadenz requis prefernziali plu conoscenza linguaggi c c conoscenza uniti conoscenza substanc painter conoscenz newtork multiplay conoscenza servizi condivision contenuti stream buona capacit comunicazion buona capacit team work puntualit rispetto deadlin ottima gestion workflow lavorativo proprio sviluppo progetti d inviar proprio curriculum accompagnato portoflio full stack java react dolmen technolog s r societ consulenza informatica sviluppo softwar nata professionisti decennal esperienza settor ict cerca inserimento immediato organico full stack java react desideriamo entrar contatto professionista determinato raggiunger obiettivi eccellenza interessato confrontarsi progetti sfidanti il candidato verr inserito tm interno compet center focalizzato tecnologi java dedicato gestion sviluppo applicazioni web contesto enterpris competenz esperienz richiest almeno anni esperienza sviluppo applicazioni enterpris buona conoscenza reactj v superior redux conoscenza approfondita typescript javascript esperienza sviluppo html css bootstrap sass less conoscenza tm utilizzo db nosql mongodb db relazionali mysql postgresql conoscenza linguaggio java v superior buona conoscenza framework spring mvc secur jdbc etc ultim versioni esperienza sviluppo api rest esperienza tm uso tm integrazion sistemi autenticazion autorizzazion basati jwt conoscenza git git flow strumenti ci cd g gitlab pipelin buona conoscenza lingua ingles costituiscono titolo preferenzial esperienza sviluppo googl cloud platform buona conoscenza nodej express conoscenza tdd esperienza sviluppo microservizi indipendenza propension lavoro team attitudin proporr soluzioni innov altr competenz capacit relazionali clienti negoziazion comprension esigenz busi assicurar scrittura codic qualit gli interessati possono inviar proprio curriculum vita formato word spiegando accuratament ruoli ricoperti tecnologi utilizz specificando tm attual inquadramento retribuzion disponibilit completi autorizzazion trattamento dati personali sensibili contatta utent contatta utent digit market comunicazion attivit formazion consulenza comunicazion settor benesser provincia como ricerca sostituzion maternit possibilit contratto successivo figura inserir proprio organico qualit referent digit market comunicazion si richied esperienza attinent ruolo ottim capacit organizz comun ottima gestion rapporto client doti problem solv proattivit le competenz professionali richiest seguenti conoscenza utilizzo approfondito social network facebook instagram linkedin googl my busi buona conoscenza ambito wordpress seo conoscenza base photoshop illustr ottima conoscenza pacchetto offic particolar excel buona conoscenza basi strategich market le competenz relazionali richiest seguenti capacit relazional spiccata attitudin lavoro team gestion progetti obiettivi non verranno valutati curricula rispondenti competenz richiest contatta utent contatta utent segnalazion gi inviata grazi averci aiutato far rispettar regol pubblicazion annunci spiacenti invio segnalazion riuscito riprova oppur contatta assistenza clienti ho letto informativa privaci do consenso ricever email offert rel kijiji do consenso ricever email promozionali part terzi inclus societ gruppo ebay conferma esser robot cliccando invia accetti condizioni sito;Java Developer;Java Developer
272;job summari parola chiav digitalizzazion uno principali obiettivi ectm rivoluzionar chiav digital mondo edilizia andando trasformar settori meno digitalizzati cerchiamo quindi programmator proattivo entusiasta dinamico progettar sviluppar gestir innov architettur web articol microservizi e finita qui se curiosit passion sviluppo tecnologico digital caratterizzano qualit programmator potrai metterti prova ideazion creazion lancio soluzioni web innov dando vita vision inedita convenzional rete servizio edilizia settor ingegneristico lavorando agil supporterai squadra vari fasi lavoro raggiungendo team obiettivi lungo termin sarai part ectm condividerai ambizioni progressi sviluppando nuovi prodotti digitali cosa cerchiamo te ecco principali tecnologi utilizzerai requis fondamentali lavorar insiem senza mai smetter crear progettar divertirti angular laravel php microservizi mysql nice to have docker redux react creder propost scelt ricorda lavorerai solo ectm insiem ectm i progetti quali prenderai part frutto intuizioni capacit proporr trasmetter team lavoro ide opinioni soluzioni propension costruir vision strategica d insiem vari mansioni verranno assegn capacit comprender condivider squadra feedback responsabil senior vari figur quali confronterai richiesta presenza roma valuteremo possibilit remot work parzial pi avanti ora bisogno te qui team il team attualment composto programmatori coordinati lead develop ma lavorerai solo i progetti quali prenderai part infatti permetteranno interfacciarti quotidianament project manag ingegneri architetti creativi graphic design molti altri professionisti realt multidisciplinar consentir sviluppar nuov skill prezios abilit trasversali cosa offriamo azienda altament tecnologica quasi paperless contratto tempo indeterminato mensilit ccnl studi professionali pacchetto welfar aziendal volto fornir team servizi agevolazioni inizi migliorino sensibilment vita azienda buoni pasto giornalieri flessibilit oraria formazion continua organizzazion orizzontal trasversal ruoli competenz ufficio zona central ben collegato metropolitana autobu ral prevista base senior k k se quel letto fin qui incuriosito passion condivision lavoro squadra te valori fondamentali inviaci subito candidatura entrando far part team ectm conoscerai realt inclusiva sinergica volta interazion crescita innovazion;Web Developer;Web Developer
273;cerchiamo professionisti motivati appassionati skill sviluppo multithread inserir progetto grand impatto focu programmazion oo dimestichezza framework net arricchiscono quadro candidato ricercato inserir progetto elevato livello complessit team skillato affiatato lavora pi grandi colossi bancari internazionali una conoscenza ambito front end particolar framework angular completa skillset cerchiamo ti unirai gruppo lavoro eterogeneo coeso collaborazion impegna giorni dare valor clienti crediamo impatto ciascuno pu aver clienti smettiamo mai investir formazion affinar competenz team affinch possano guidar meglio clienti verso obiettivi pi ambiziosi possibili le qualit principali cerchiamo te consolidata esperienza employ transpar avanad is an equal opportun employ avanad prohibit discrimin and harass against ani employe or applic for employ becaus of race color age religion sex nation origin gender ident or express sexual orient disabl veteran militari or marit statu genet inform or ani other protect statu the eeo is the law poster is avail here and poster supplement is avail here the pay transpar polici is avail here avanad is commit to work with and provid reason accommod to individu with disabl if you need reason accommod due to disabl for ani part of the employ process pleas send an mail to avanad at career avanad com or call and let us know the natur of your request and your contact inform;Web Developer;Web Developer
274;per attivit factori cerchiamo senior backend develop analisi sviluppo microservizi progetto ambito sistemi pagamento commun interna appartenent propria area specializzazion condivider esperienz lavor form sviluppar autonomia connession competenz tecnich trasversali le risors qualora volessero possono inoltrar propria candidatura qualit docenti specifich tecnologi corsi di aggiornamento centauri academi aziendal vera propria busi unit lavorano esperti offrono gratuitament corsi aggiornamento la formazion ruolo central proxima cuor crescita personal professional dipendenti valorizziamo person attraverso corsi tecnico informatici manageriali linguistici offrendo programmi speciali crescita personal professional dopo attenta analisi fabbisogni formativi valutazion competenz percorsi di carriera interno quali puoi acquisir ruoli crescenti incrementi salariali commisurati potenzial prestazioni ski path progetto hr dedicato tutt person proxima consent seguir percorsi carriera premiano impegno talento costanza comprend articolato sistema valutazion competenz misurazion perform consent dipendent crescer insiem network factori centro competenz sviluppiamo progetti principalment web applic ambito risk manag cripto currenc big data sentiment analysi qualiti assur applic manag custom project taurolab progetto innovativo premiamo migliori ide trasformandol progetti concreti offrendo incentivi economici garantendo possibilit gestir person qualit project manag;Java Developer;Programmer
275;la persona prescelta avr opportunit entrar far part realt riconosciuta premiata livello internazional potr sperimentarsi contesto spicca creativit convenzionalit fianco talenti capaci sviluppar esperienz digitali grado lasciar segno cuor person si metter prova quotidianament tecnologi avanguardia interno team eclettico eterogeneo rivestendo ruolo fondamental creazion contenuti design innovativo capaci sorprender utent offrirgli esperienza magica sar coinvolta analisi requis scelt tecnologich sviluppando nuov funzionalit prodotti convertendo specifich logich progetti pi dettagliati contribuendo direttament creazion modifica sistemi softwar applicativi web first complessi respons si interfacc team progetto trasmettendo informazioni provenienti committent garantendo conformit specifich post rispetto vincoli budget tempi rilascio stabil sar valutata capacit innovativa abilit tecnich predisposizion fornir valor aggiunto soluzioni nuov efficaci orient user experi usabilit;Web Developer;Web Developer
276;siamo ricerca sistemista architect ambito middlewar infrastructur oper datacent ottima conoscenza platform contain iaa paa orchestrator kubernet analisi implementazioni architettur aw public cloud analisi implementazioni architettur log monitor analisi mediant elk stack analisi implementazioni architettur distribuit event stream tramit stack kafka;System Analyst;System Analyst
277;sistemista inserir attivit progettuali;System Analyst;System Analyst
278;digit one ricerca figur professionali apportar mutamenti settor digit transform stiamo realizzando progetto formativo ent nazional preved erogazion remoto formazion ricerchiamo specialista e learn lm la figura professional ricercata competenz processi metodologi didattich rete e grado coordinar sviluppar percorsi formativi modalit distanc blend rapid mobil l e learn specialist occup realizzar gestir monitorar percorsi ambienti apprendimento onlin implementar configurar personalizzar piattaform lm vengono distribu moduli learn massimizzar efficacia fruibilit contenuti formativi organizzar pianificar attivit onlin sviluppar realizzar componenti corso format varia natura le competenz conoscenz richiest ruolo seguenti strategi didattich metodologi apprendimento lavoro rete network collabor learn knowledg manag tiviti orient approccio collaborativo cooperativo teori metodi orientamento assess line guida elearn pa principali tool collaborativi onlin standard scorm web write comunicazion efficac rete user experi design lm infrastruttur tecnologich apprendimento rete databas manag xml principali strumenti edit conversion formati utilizzabili produzion risors educ apert capacit organizz gestionali relazionali problem solv storytel orientamento client risultato doti pianificazion programmazion tenendo conto obiettivi scadenz in possesso laurea preferibilment materi scientifich competenz campo tecnologico se ritieni posseder tali requis ricerchi azienda esprimer potenzial;Programmer;Programmer
279;stiamo cercando php senior develop inserir progetto;Web Developer;Web Developer
280;cercasi programmator java inserir organico sviluppo progetti interni attivit docenza corsi java;Java Developer;Java Developer
281;stiamo cercando specialista ambito sviluppo minima esperienza progettazion gestion mantenimento siti web applicativi java si richied competenz ambito programmazion linguaggi html java conoscenza databas sql;Web Developer;Web Developer
282;la risorsa verr inserita interno ufficio sviluppo softwar occup programmazion plc stesura report realizzazion interfacc grafich collaudo interno collaudi presso client attivit train team client assistenza remoto;Programmer;Programmer
283;per sede marostica vi selezioniamo risorsa web develop magento contribuir sviluppo applicazioni web sviluppar implementar integrar applicativi web realizzar attivit manutenzion rilascio produzion rediger documenti analisi tecnica dettaglio eseguir attivit simulazion test debug fine garantir tutt funzionalit;Web Developer;Web Developer
284;la risorsa verr inserita interno reparto softwar servic riporto responsabil funzion occup seguenti attivit sviluppo softwar linguaggi java sql preferibil conoscenza c c analisi anomali softwar sistemi complessi fine individuar caus blocco malfunzionamento attivit test on site presso client supporto diretto client durant orario d ufficio reperibilit turno colleghi;Programmer;Programmer
285;cercasi programmator java inserir formar produzion customizzazion programmi rivolti aziend commerciali industriali pubblica amministrazion chiediamo volont serio impegno;Java Developer;Java Developer
286;all interno team lavoro inizierai periodo formazion prepararti meglio lavorar presso principali player mercati riferimento e commerc retail automot bank commun high tech energi imparerai disegnar sviluppar applicazioni tecnologi pi innov microservizi angular api contain prendendo part intero ciclo vita softwar design implementazion imparerai lavorar integrar sistemi cloud comput applicando metodologi agil implementando nuov tecnologi contribuirai innovar busi tradizionali fintech insurtech potrai conseguir certificazioni riconosciut livello global grazi quali coinvolto progetti internazionali ti metterai gioco pi innov soluzioni tecnologich cloud blockchain artifici intellig machin learn next gener of mobil app iot acquisirai competenz linguaggi programmazion pi diffusi sviluppo tecnologi avanz con tecnologia darai forma ide andando oltr possibil immaginar in accentur progetterai realizzerai migliori soluzioni applic dare clienti possibilit raggiunger eccellenza;Software Engineer;Software Engineer
287;la risorsa sar inserita reparto it previo percorso formativo occup gestion supporti informatici aziendali supporto utenti utilizzo applicativi aziendali manutenzion hardwar manutenzion pc stampanti nome cognom data nascita gg mm aaaa e mail cellular compila dati seguir aiutarci trovar lavoro pi adatto te domicilio indirizzo comun cap provincia;System Analyst;System Analyst
288;stiamo cercando sviluppator back end php backend develop ricoprir ruolo chiav team scopo continuar sviluppar innovativa riconosciuta suit prodotti formazion aziendal learn basata intelligenza artificial il contributo avr impatto diretto crescita futuro docebo per important lavorar ambient dinamico sfidant accoglient collaborativo cercando sempr miglior bilanciamento vita privata lavorativa riporta function product ownerlocalit sede riferimento biassono italia remoto italia responsabilit sviluppar principali prodotti docebo ambient orientato servizi utilizzando php mysql gestir lavoro sprint bisettimanali gestir sviluppo seguendo roadmap progetto gestion attivit rel implementazion sviluppar codic attenzion qualit stretta collaborazion;Programmer;Programmer
289;siamo ricerca sviluppator backend java inserir interno societ punta innovazion propri clienti partner sviluppo soluzioni applicazioni contesto enterpris;Java Developer;Java Developer
290;azienda settor food ricerca n collaborator posizion programmator la risorsa dovr occupar dello sviluppo zero app del miglioramento app gi esistent creazion modifich siti web il contratto lavoro intend tipo occasional valuta collaborazion futura gradita residenza zona limitrofa disponibilit immediata zona lavoro milano nord inviar curriculum vita seguent indirizzo email cvstaffitali gmail com;Programmer;Programmer
291;la risorsa selezionata occup progettazion softwar ambient window sviluppo softwar ambient net;Software Engineer;Software Engineer
292;il profilo ricercato partecip tutt fasi ciclo vita softwar analisi tecnica disegno sviluppo test deploy oltr realizzazion code review;Java Developer;Software Engineer
293;cerchiamo professionisti inserir progetti consulenza applicativa sviluppo softwar principali tecnologi collaboriamo principali player mercato operano ambito telco bank insur ed energi industri ecc ecc in particolar ricerca seguent profilo professional schedulator operator mainfram la ricerca rivolta figur esperienza gestion operativa sistemi ibm mainfram z os;Programmer;Programmer
294;sistemista senior cloud dba sql server la figura sar coinvolta attivit implementazion gestion sviluppo infrastruttur it svolger seguenti mansioni gestion macchin infrastruttura monitorar gestir gradi infrastruttura it cloud monitorar gestir piani manutenzion aggiornamento crear mantener documentazion gestir accesso sicurezza infrastruttura eseguir troubleshoot problematich emers amministrazion db monitorar prestazioni risors sistemi databas velocit effettiva queri ottimizza codic sql secondo necessit monitorar mantener risors archiviazion databas monitorar gestir piani manutenzion databas backup ricostruzion deframmentazion indic statistich databas mantener documentazion databas richiesto mantener amministrar accesso sicurezza databas eseguir backup ripristini hoc databas risoluzion problemi risoluzion problemi connettivit databas segui processi gestion problemi risolver risolver problemi ricorrenti monitorar risponder modo proattivo avvisi databas mssql supporto attivit sistemistich basilari experi compagnia eticament responsabil il servizio gratuito i candidati ambosessi l d lg n invitati legger informativa privaci www experi it aut min prot n sg il titolar registrazion candidatura dichiara esser conoscenza sanzioni penali previst caso dichiarazioni mendaci contenenti dati pi rispondenti verit previsto d p r n;System Analyst;System Analyst
295;sistemista system administr unix la risorsa occup configurazion sistemi hw configurazioni server db configurator vendor installazioni sw;System Analyst;System Analyst
296;cercasi sistemista web esperto prestashop php mysql java seo collaborazion loco rimini;System Analyst;System Analyst
